text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded
ನಿಜವಾಗಿಯೂ ಅದ್ಭುತ heartly heltidini. plz avrigella namma nimmellara supprt beku,Not_offensive,kannada_offensive,kannada,ನಿಜವಾಗಿಯೂ  ಅದ್ಭುತ heartly heltidini... plz avrigella namma nimmellara supprt beku,2,10,78,0,0,15,53,latin,20.0,0
i'm speechless,Not_offensive,kannada_offensive,kannada,I'm speechless,1,2,14,0,0,0,12,latin,0.0,0
black heart ala,Not_offensive,kannada_offensive,kannada,BLACK HEART ala,1,3,15,0,0,0,13,latin,0.0,0
ಬ್ರೋ ಅವರು ಗೆ ದೇಶದ ಬಗ್ಗೆ ಅಭಿಮಾನ ಇಲ್ಲಾ ಬಿಡಿ,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,ಬ್ರೋ ಅವರು ಗೆ ದೇಶದ ಬಗ್ಗೆ ಅಭಿಮಾನ ಇಲ್ಲಾ ಬಿಡಿ,1,8,41,0,0,34,0,kannada,0.0,3
ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ,Not_offensive,kannada_offensive,kannada,ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ,1,2,15,0,0,14,0,kannada,0.0,0
ಇನ್ನೊಮ್ಮೆ ಬಿಡುಗಡೆ ಮಾಡಿ ಗೆಲ್ಸೋ ಜವಾಬ್ದಾರಿ ನಮ್ಮದು..ಮತ್ತೊಮ್ಮೆ ದಿಯಾ.,Not_offensive,kannada_offensive,kannada,ಇನ್ನೊಮ್ಮೆ ಬಿಡುಗಡೆ ಮಾಡಿ ಗೆಲ್ಸೋ ಜವಾಬ್ದಾರಿ ನಮ್ಮದು....#ಮತ್ತೊಮ್ಮೆ ದಿಯಾ.,1,7,63,0,0,54,0,kannada,0.0,0
ಇನ್ನು ಕೇವಲ 1000 ಮೆಚ್ಚುಗೆಗಳು ಲೈಕ್ ಬೇಕಿದೆ.. ಅತಿ ಹೆಚ್ಚು ಮೆಚ್ಚುಗೆಗಳು ಲೈಕ್ ಪಡೆದ ಕನ್ನಡ ಚಲನಚಿತ್ರದ ದೃಶ್ಯ ಗೀತೆ ವೀಡಿಯೊ ಹಾಡು ಆಗಲು nಯೂಟ್ಯೂಬ್ ನಲ್ಲಿ.. nದಿನಾಂಕ,Not_offensive,kannada_offensive,kannada,ಇನ್ನು ಕೇವಲ 1000 ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್)  ಬೇಕಿದೆ.. ಅತಿ ಹೆಚ್ಚು ಮೆಚ್ಚುಗೆಗಳು(ಲೈಕ್)  ಪಡೆದ ಕನ್ನಡ ಚಲನಚಿತ್ರದ ದೃಶ್ಯ ಗೀತೆ (ವೀಡಿಯೊ ಹಾಡು) ಆಗಲು nಯೂಟ್ಯೂಬ್ ನಲ್ಲಿ..  nದಿನಾಂಕ,3,21,144,0,0,114,2,kannada,14.285714285714285,0
ಶ್ರೀ ಮನ್ ನಾರಾಯಣ movie ಹಾಡು ಕೇಳಲು ಸುಮಧುರ.. ಡ್ಯಾನ್ಸ್ ಸೂಪರ್.. ಇದೆ,Not_offensive,kannada_offensive,kannada,ಶ್ರೀ ಮನ್ ನಾರಾಯಣ  movie ಹಾಡು  ಕೇಳಲು  ಸುಮಧುರ...... ಡ್ಯಾನ್ಸ್  ಸೂಪರ್....   ಇದೆ,3,10,62,0,0,44,5,kannada,10.0,0
ದೇಶಧ್ರೋಹಿಗಳು ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದರೆ ನೀವು ನಿಜವಾದ ದೇಶ ದ್ರೋಹಿಗಳು ನಾಚಿಕೆ ಆಗಬೇಕು ನಿಮ್ಮ ಜನ್ಮಕ್ಕೆ.. ಇಂತಹ ಅದ್ಭುತವಾದ ವಿಡಿಯೋ ಗಳಿಗೂ ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದ್ರಲ್ಲ ನಿಮಗೆ ನಾಚಿಕೆ ಆಗಲ್ವಾ..,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,ದೇಶಧ್ರೋಹಿಗಳು ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದರೆ ನೀವು ನಿಜವಾದ ದೇಶ ದ್ರೋಹಿಗಳು ನಾಚಿಕೆ ಆಗಬೇಕು ನಿಮ್ಮ ಜನ್ಮಕ್ಕೆ.... ಇಂತಹ ಅದ್ಭುತವಾದ ವಿಡಿಯೋ ಗಳಿಗೂ ಡಿಸ್ ಲೈಕ್  ಮಾಡಿದ್ರಲ್ಲ ನಿಮಗೆ ನಾಚಿಕೆ ಆಗಲ್ವಾ.....,2,22,158,0,0,133,0,kannada,0.0,2
randhawa movie 10 rating ide,Not_offensive,kannada_offensive,kannada,Randhawa movie 10 rating ide,1,5,28,0,0,0,22,latin,20.0,0
ಸೂಪರ್ ಬಗ್ರೌಂಡ್ music,Not_offensive,kannada_offensive,kannada,ಸೂಪರ್ ಬಗ್ರೌಂಡ್ music,1,3,20,0,0,13,5,kannada,33.33333333333333,0
eno ontara chnnagide annoru like madi,Not_offensive,kannada_offensive,kannada,Eno ontara chnnagide annoru like madi🤔🤔🤔🤔🤔🤔🤔🤔🤔,1,6,37,0,0,0,32,latin,0.0,0
bindu gowda ge super agi ugididdeera,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,Bindu gowda ge super agi ugididdeera,1,6,36,0,0,0,31,latin,0.0,1
kannadadalli mado badlu hindinalli madidre superrhit agodhu,Offensive_Untargetede,kannada_offensive,kannada,Kannadadalli mado badlu hindinalli madidre superrhit agodhu,1,7,59,0,0,0,53,latin,0.0,4
namana kudlada rakshith shetty innu orsbeku rashmikage thu avla janmake,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,Namana Kudlada rakshith shetty innu orsbeku rashmikage Thu avla Janmake,1,10,71,0,0,0,62,latin,0.0,1
ಅದ್ಬುತ ಕಲೆ ಸಾಹಿತ್ಯ ಸಂಗೀತ ಗಾಯನ,Not_offensive,kannada_offensive,kannada,ಅದ್ಬುತ ಕಲೆ ಸಾಹಿತ್ಯ ಸಂಗೀತ ಗಾಯನ,1,5,29,0,0,25,0,kannada,0.0,0
yes boss e film maatea 7 sala alla 10 sala nodidru bore aagalla,Not_offensive,kannada_offensive,kannada,Yes boss e film maatea 7 sala alla 10 sala nodidru bore aagalla,1,13,63,0,0,0,48,latin,15.384615384615385,0
stupid fans heno helkodthidallla adunna helkodo munche neenu kaltho henge irbeku antha suvar gandu anthidde ivga ninge baididke thika huritha,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,@Troll Stupid Fans heno helkodthidallla  adunna helkodo munche neenu kaltho henge irbeku antha suvar gandu anthidde ivga ninge baididke thika huritha,1,20,141,0,0,0,122,latin,0.0,1
tippa yappa supper,Not_offensive,kannada_offensive,kannada,tippa yappa supper,1,3,18,0,0,0,16,latin,0.0,0
yar guru ninu..super,Not_offensive,kannada_offensive,kannada,Yar guru ninu.....super,1,3,20,0,0,0,16,latin,0.0,0
nayak nimma amman tulla suledeepa movie yavdu hit aagide helu recent aagi bandidralli,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,@prithvi nayak nimma Amman tulla suledeepa movie yavdu hit aagide helu recent aagi bandidralli,1,13,85,0,0,0,73,latin,0.0,1
really nyc sakath chenagi madidira nange esta aythu. super riii adrallu tiktok dattu putra nna sakath roast madi heltini.,Not_offensive,kannada_offensive,kannada,Really nyc sakath chenagi madidira nange esta aythu. Super riii adrallu tiktok dattu putra nna sakath roast madi heltini...,2,19,121,0,0,0,101,latin,0.0,0
ಪ್ರೀತಿಗೋಸ್ಕರ ಪ್ರಾಣನೆ ಬಿಡ್ತಾರೆ,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,ಪ್ರೀತಿಗೋಸ್ಕರ ಪ್ರಾಣನೆ ಬಿಡ್ತಾರೆ,1,3,29,0,0,27,0,kannada,0.0,3
ದೃಷ್ಟಿ ನನ್ನೋಬ್ಬನ ಮೇಲಿಡಿ ತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ film nodo munchene ee song ista adavaru like madi,Not_offensive,kannada_offensive,kannada,ದೃಷ್ಟಿ ನನ್ನೋಬ್ಬನ ಮೇಲಿಡಿ ತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ film nodo munchene ee song ista adavaru like madi,1,15,92,0,0,37,41,latin,40.0,0
ಮೆಲ್ಲನೆ ನಶೆ ಎರಿಸೊ ಹಾಡು,Not_offensive,kannada_offensive,kannada,ಮೆಲ್ಲನೆ ನಶೆ ಎರಿಸೊ ಹಾಡು,1,4,22,0,0,19,0,kannada,0.0,0
nimm avvan tull .kannag en tunni itkond nodi en randi magagna,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Nimm avvan tull ...kannag en tunni itkond nodi en Randi magagna,1,11,61,0,0,0,50,latin,0.0,2
nice story accting super prajval devraaj,Not_offensive,kannada_offensive,kannada,Nice story accting super prajval devraaj,1,6,40,0,0,0,35,latin,0.0,0
bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg,Not_offensive,kannada_offensive,kannada,Bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg,1,26,146,0,0,0,121,latin,0.0,0
love you shankar sir ..namage neevu beku sir ! matte neevu nammanna manaranjane maadi neevu illade iro kannada cinema naanu nodalla sir ..,Not_offensive,kannada_offensive,kannada,love you shankar sir ........namage neevu beku sir !!! matte neevu nammanna manaranjane maadi neevu illade iro kannada cinema naanu nodalla sir .....,2,23,138,0,0,0,111,latin,8.695652173913043,0
super r boss,Not_offensive,kannada_offensive,kannada,SUPER  R  BOSS,1,3,12,0,0,0,10,latin,0.0,0
ಸಾಹಿತ್ಯ ಓದಿ ಹಾಡು ಕೇಳಿ ಆನಂದಿಸಿ.,Not_offensive,kannada_offensive,kannada,ಸಾಹಿತ್ಯ ಓದಿ ಹಾಡು ಕೇಳಿ ಆನಂದಿಸಿ.,1,5,30,0,0,25,0,kannada,0.0,0
ಸೂಪರ್ ಗುರು ನಿಜ,Not_offensive,kannada_offensive,kannada,ಸೂಪರ್ ಗುರು ನಿಜ,1,3,14,0,0,12,0,kannada,0.0,0
all industries are going hands up.. 27kke avanu bandaga,Not_offensive,kannada_offensive,kannada,All industries are going hands up.. 27kke avanu bandaga,2,9,55,0,0,0,43,latin,0.0,0
hoo super guru nin voice bhal superr,Not_offensive,kannada_offensive,kannada,Hoooo super guru nin voice bhal superrrr,1,7,36,0,0,0,30,latin,0.0,0
delete hadru nanu downloade made,Not_offensive,kannada_offensive,kannada,Delete hadru nanu downloade made,1,5,32,0,0,0,28,latin,0.0,0
ಹಾ ದೇವರು ಒಳ್ಳೆಯವರಿಗೇ ಯಾವಾಗಲೂ ಕಷ್ಟ ಕೋಡದು ಸರ್ ನಿಮಗೇ ಒಳ್ಳೆದಾಗಲ್ಲಿ. ಸರ್..,Not_offensive,kannada_offensive,kannada,ಹಾ ದೇವರು ಒಳ್ಳೆಯವರಿಗೇ ಯಾವಾಗಲೂ ಕಷ್ಟ ಕೋಡದು ಸರ್ ನಿಮಗೇ ಒಳ್ಳೆದಾಗಲ್ಲಿ... ಸರ್..,2,10,69,0,0,57,0,kannada,0.0,0
ನಮ್ಮ ಕಾಮೆಂಟ್ ನೋಡಿ ಓದಿದವರ ಸಮಸ್ಯೆಗಳು ಬೇಗ ಪರಿಹಾರವಾಗಲಿ.ಓಂ ನಮೋ ನಾರಯಣಯ ನಮಃ,Not_offensive,kannada_offensive,kannada,ನಮ್ಮ ಕಾಮೆಂಟ್ ನೋಡಿ ಓದಿದವರ ಸಮಸ್ಯೆಗಳು ಬೇಗ ಪರಿಹಾರವಾಗಲಿ...ಓಂ ನಮೋ ನಾರಯಣಯ ನಮಃ,1,10,68,0,0,58,0,kannada,0.0,0
ನೈಸ್ ಚಿತ್ರ ಅವನೇ ಶ್ರೀ ಮಾನ್ ನಾರಾಯಣ.. ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ..,Not_offensive,kannada_offensive,kannada,ನೈಸ್ ಚಿತ್ರ ಅವನೇ ಶ್ರೀ ಮಾನ್ ನಾರಾಯಣ........ ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.......,2,9,57,0,0,45,0,kannada,0.0,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive,kannada_offensive,kannada,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1,10,64,0,0,55,0,kannada,0.0,0
sir ನಮಸ್ಕಾರ ಕಲಿಯುಗದಲ್ಲಿ ಅಶ್ವತ್ಥಾಮ ಇದ್ದಾರೆ ಅಂತ ಹೇಳಿದರು .ಎಲ್ಲಿ ಇದ್ದಾರೆ ಅವರು ನಾವು ನೋಡಬಹುದ ನನು ನೊಡಬೇಕು ಅಂತಾ ಇದೇ ಅಗತ್ತ sir,Not_offensive,kannada_offensive,kannada,Sir ನಮಸ್ಕಾರ ಕಲಿಯುಗದಲ್ಲಿ ಅಶ್ವತ್ಥಾಮ ಇದ್ದಾರೆ ಅಂತ ಹೇಳಿದರು .ಎಲ್ಲಿ ಇದ್ದಾರೆ  ಅವರು ನಾವು ನೋಡಬಹುದ ನನು ನೊಡಬೇಕು ಅಂತಾ  ಇದೇ ಅಗತ್ತ sir,1,18,117,0,0,93,6,kannada,11.11111111111111,0
rakshit shetty superb,Not_offensive,kannada_offensive,kannada,Rakshit shetty superb,1,3,21,0,0,0,19,latin,0.0,0
darshan sir swalpa sahaya madidare,Not_offensive,kannada_offensive,kannada,Darshan Sir swalpa sahaya madidare,1,5,34,0,0,0,30,latin,0.0,0
ಮಸ್ತ್ ಇದೆ ಈ ಹಾಡು,Not_offensive,kannada_offensive,kannada,ಮಸ್ತ್ ಇದೆ ಈ ಹಾಡು,1,4,16,0,0,13,0,kannada,0.0,0
super sir namge thumba istavada kathe nam parents ge kelisbeku aadastu bega idanna,Not_offensive,kannada_offensive,kannada,Super sir namge thumba istavada kathe nam parents ge kelisbeku aadastu bega idanna,1,13,82,0,0,0,70,latin,0.0,0
barri dabba movie ne unn maado du,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Barri dabba movie ne unn maado du,1,7,33,0,0,0,27,latin,0.0,2
ಪಕ್ಕಾ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿ ಸೋ ಅವತಾರ,Not_offensive,kannada_offensive,kannada,ಪಕ್ಕಾ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿ ಸೋ ಅವತಾರ,1,6,33,0,0,28,0,kannada,0.0,0
sir naanu visakhapatnam li iradhu,Not_offensive,kannada_offensive,kannada,Sir naanu Visakhapatnam li iradhu,1,5,33,0,0,0,29,latin,0.0,0
real life great sir,Not_offensive,kannada_offensive,kannada,real life great sir,1,4,19,0,0,0,16,latin,0.0,0
sonu ಅಭಿನಂದನೆ,Not_offensive,kannada_offensive,kannada,@Manju Sonu  ಅಭಿನಂದನೆ,1,2,13,0,0,8,4,kannada,50.0,0
ಆವಾಗಾವಾಗ ಈ ಹಾಡು ಕೇಳಲಿಲ್ಲ ಅಂದ್ರೆ ಏನೋ ಮಿಸ್ ಮಾಡಿದಾಹಾಗೆ ಆಗುತ್ತೆnslow poison,Not_offensive,kannada_offensive,kannada,ಆವಾಗಾವಾಗ ಈ ಹಾಡು ಕೇಳಲಿಲ್ಲ ಅಂದ್ರೆ ಏನೋ ಮಿಸ್ ಮಾಡಿದಾಹಾಗೆ ಆಗುತ್ತೆnSlow poison,1,10,71,0,0,51,11,kannada,20.0,0
inspired from korean movie midnight runners,Not_offensive,kannada_offensive,kannada,Inspired from korean movie Midnight Runners,1,6,43,0,0,0,38,latin,0.0,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive,kannada_offensive,kannada,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1,10,64,0,0,55,0,kannada,0.0,0
awsome movie must match movie,Not_offensive,kannada_offensive,kannada,Awsome movie must match movie,1,5,29,0,0,0,25,latin,0.0,0
kannada film industry avaru sir solpa nodi rii yen madta ididra inta ashvath sir avara maga ondu sanni veshe dalli kalsa kodi,Not_offensive,kannada_offensive,kannada,Kannada film  industry avaru sir solpa nodi rii yen madta ididra inta ashvath sir avara maga ondu sanni veshe dalli kalsa Kodi,1,22,125,0,0,0,104,latin,0.0,0
yes nam ura hudgange mosa madi hodlu ..amele nam karnataka kk avmana madidlu avlige yakadru hode ansbeku,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,Yes Nam ura hudgange mosa Madi hodlu ..amele Nam Karnataka kk avmana madidlu avlige yakadru hode ansbeku,1,17,104,0,0,0,86,latin,0.0,1
i hate tiktok mobile thagondagindanu install made illa i hate this,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,I hate tiktok mobile thagondagindanu install made illa i hate this,1,11,66,0,0,0,56,latin,0.0,3
howdu gurunadre climax papa,Not_offensive,kannada_offensive,kannada,Howdu GurunAdre climax papa,1,4,27,0,0,0,24,latin,0.0,0
ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ. ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.,Not_offensive,kannada_offensive,kannada,ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ.  # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.,2,15,99,0,0,83,0,kannada,0.0,0
dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira . ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane kannada movies ast hesru madtha illa .,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...,2,38,231,0,0,0,192,latin,5.263157894736842,2
le ganduntikamucchunnee tara worst song nin kayalli madakke agutta,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,Le gandunTikamucchunnEe Tara worst song nin kayalli madakke agutta,1,9,66,0,0,0,58,latin,0.0,3
e song ero range ge 3to.5 millone agbekittu,Not_offensive,kannada_offensive,kannada,E song ero range ge 3to.5 millone agbekittu,1,8,43,0,0,0,33,latin,0.0,0
ಚಿತ್ರರಂಗದ ಧನಿಕರು ಎಲ್ಲಿದ್ದಿರ. ನಾಲ್ಕು ಜನ ಸೇರಿದರೆ ಸಾಕು,Not_offensive,kannada_offensive,kannada,ಚಿತ್ರರಂಗದ ಧನಿಕರು ಎಲ್ಲಿದ್ದಿರ. ನಾಲ್ಕು ಜನ ಸೇರಿದರೆ ಸಾಕು,2,7,51,0,0,44,0,kannada,0.0,0
ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?,1,6,37,0,0,31,0,kannada,16.666666666666664,3
kelsa maddidare anna modiji,Not_offensive,kannada_offensive,kannada,kelsa maddidare anna Modiji,1,4,27,0,0,0,24,latin,0.0,0
chalu ati nataka,Not_offensive,kannada_offensive,kannada,Chalu ati nataka,1,3,16,0,0,0,14,latin,0.0,0
previous video dalli sai kumar diolauge,Not_offensive,kannada_offensive,kannada,Previous video dalli sai Kumar diolauge,1,6,39,0,0,0,34,latin,0.0,0
en ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್,Not_offensive,kannada_offensive,kannada,En ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್,1,7,41,0,0,33,2,kannada,14.285714285714285,0
hands up - 308k likes nbelageddu - 308k likes,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,Hands up - 308k likes nBelageddu - 308k likes,1,9,45,0,0,0,29,latin,22.22222222222222,3
super sir baigla sir,Not_offensive,kannada_offensive,kannada,Super sir baigla sir,1,4,20,0,0,0,17,latin,0.0,0
tik tok shata,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Tik tok shata,1,3,13,0,0,0,11,latin,0.0,2
yakebdre krishnana shapa aduke,Not_offensive,kannada_offensive,kannada,Yakebdre krishnana shapa aduke,1,4,30,0,0,0,27,latin,0.0,0
hidden detail in trailer of avane srimanarayana..n,Not_offensive,kannada_offensive,kannada,Hidden detail in  trailer of Avane Srimanarayana....n,1,7,50,0,0,0,42,latin,0.0,0
elli politics jasti and beliyokke bedalla hotte kirchu padthare,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,Elli politics jasti and beliyokke bedalla hotte kirchu padthare,1,9,63,0,0,0,55,latin,0.0,2
all fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzz,Offensive_Targeted_Insult_Group,kannada_offensive,kannada,All fake bro nija vishaya maatra heli bro ummane janara manasalli sullu nambike yanna huttisa bedi plzzzz,1,17,103,0,0,0,87,latin,0.0,2
ಎಸ್ ಸೂಪರ್ ಸಾಂಗ್,Not_offensive,kannada_offensive,kannada,ಎಸ್ ಸೂಪರ್ ಸಾಂಗ್,1,3,15,0,0,13,0,kannada,0.0,0
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದ್ದು ನಮ್ಮ ದೇಶದ ಅನ್ನ ತಿಂದು ಬೇರೆ ದೇಶಕ್ಕೆ ಲಾಭ ಮಾಡ್ತಾ ಇದೀರಾ ನಾಚಿಕೆ ಆಗಬೇಕು ಹಿಂತವರಿಗೆ,Not_offensive,kannada_offensive,kannada,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದ್ದು ನಮ್ಮ ದೇಶದ ಅನ್ನ ತಿಂದು ಬೇರೆ ದೇಶಕ್ಕೆ ಲಾಭ ಮಾಡ್ತಾ ಇದೀರಾ ನಾಚಿಕೆ ಆಗಬೇಕು ಹಿಂತವರಿಗೆ,1,15,94,0,0,80,0,kannada,0.0,0
dislike kon kiya re m 0d ..,Offensive_Targeted_Insult_Other,kannada_offensive,kannada,Dislike kon kiya re m###₹##0d 🤗..,1,7,27,0,0,0,18,latin,14.285714285714285,3
le maraya ninu nijavaglu hero kano super mama ninna madirodhu video,Not_offensive,kannada_offensive,kannada,Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video 🥰,1,11,67,0,0,0,57,latin,0.0,0
t urkondu sayri sulemakalla 1 year 3 blockbuster boss,Offensive_Targeted_Insult_Individual,kannada_offensive,kannada,@Sharath T urkondu sayri sulemakalla 1 year 3 blockbuster BOSS,1,9,53,0,0,0,43,latin,22.22222222222222,1
bro nim editing spr nan nim videos fan e video dali heliro song matra spr,Not_offensive,kannada_offensive,kannada,Bro nim editing spr nan nim videos fan e video Dali heliro song matrA spr,1,15,73,0,0,0,59,latin,0.0,0
