text,label,dataset,language,text_original,sentence_count,word_count,char_count,script_tamil,script_malayalam,script_kannada,script_latin,dominant_script,code_mix_index,label_encoded,wsd_aspects,wsd_primary_aspect,wsd_aspect_count
"இந்த படம் மிகப்பெரிய வெற்றிபெரும். குடும்பம் குடும்பமாக சென்று பார்க்க வேண்டிய படம்.பெரும் வெற்றி பெறும், பெறவைப்போம்.",Positive,tamil_sentiment,tamil,"இந்த படம் மிகப்பெரிய வெற்றிபெரும். குடும்பம் குடும்பமாக சென்று பார்க்க வேண்டிய படம்.பெரும் வெற்றி பெறும், பெறவைப்போம்.",2,13,118,102,0,0,0,tamil,0.0,0,[],none,0
rayam ravi mathiri vanthu nippanu partha nizhalgal ravi mathiri vanthu nikkura.,Negative,tamil_sentiment,tamil,Rayam Ravi mathiri vanthu nippanu partha Nizhalgal Ravi mathiri vanthu nikkura.,1,11,79,0,0,0,68,latin,0.0,1,[],none,0
twitter pathutu nera inga vanthavangala like my comment,Positive,tamil_sentiment,tamil,Twitter pathutu nera inga vanthavangala like my comment,1,8,55,0,0,0,48,latin,0.0,0,[],none,0
k harsha sry but antha rajesh punda avanku ena payriya pundanu naynapa thayoli,Negative,tamil_sentiment,tamil,k harsha sry but antha rajesh punda avanku ena payriya pundanu naynapa thayoli,1,13,78,0,0,0,66,latin,0.0,1,[],none,0
yaru yaru september la parka varinga oru like podunga,Positive,tamil_sentiment,tamil,Yaru Yaru September la parka varinga oru like podunga,1,9,53,0,0,0,45,latin,0.0,0,[],none,0
thalaivaa yangal thanga thalaiva thala i love you,Positive,tamil_sentiment,tamil,Thalaivaaaaaaaaaa  yangal thanga thalaiva thala I love you,1,8,49,0,0,0,42,latin,0.0,0,[],none,0
eppa ethuku evulo dislike ? poramaiya ?,Positive,tamil_sentiment,tamil,Eppa ethuku evulo dislike ? Poramaiya ?,2,7,39,0,0,0,31,latin,28.57142857142857,0,[],none,0
0 12 she looks like taiwan tzuyi,Mixed_feelings,tamil_sentiment,tamil,0:12 she looks like Taiwan tzuyi,1,7,32,0,0,0,23,latin,28.57142857142857,2,[],none,0
jayam ravi epdi ji ongaluku mattum ipdilam story amayuthu.. padam vetri pera vaalthukal.. to director also.,Positive,tamil_sentiment,tamil,Jayam ravi epdi ji ongaluku mattum ipdilam story amayuthu.. Padam vetri pera vaalthukal..  To director also.,3,16,107,0,0,0,87,latin,0.0,0,"[{""word"": ""story"", ""aspect"": ""story_screenplay"", ""confidence"": 1.0}]",story_screenplay,1
படம் 100 நாள் ஓடனும்.திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்..,Positive,tamil_sentiment,tamil,##படம் 100 நாள் ஓடனும்...திருமாவளவன் மாதிரி கீழ்தரமானவன கொடூரமா கொல்லனும்....,1,8,71,58,0,0,0,tamil,12.5,0,[],none,0
frst like thalaivaa i love u surya anna,unknown_state,tamil_sentiment,tamil,frst like thalaivaaaa i love u surya anna,1,8,39,0,0,0,32,latin,0.0,3,[],none,0
phoenix thala in nkpku marana waiting agust 10 therika vuduranda,Mixed_feelings,tamil_sentiment,tamil,Phoenix Thala in NKPku marana waiting  Agust 10 therika vuduranda,1,10,64,0,0,0,53,latin,10.0,2,[],none,0
annaa.. vera lvl anna.bst wishes for film.,Positive,tamil_sentiment,tamil,Annnnnnaaaaa..... Vera lvl Anna...bst wishes for film.,2,7,42,0,0,0,32,latin,0.0,0,[],none,0
kolai konda parvai thala thaladan,Negative,tamil_sentiment,tamil,Kolai konda parvai    thala thaladan,1,5,33,0,0,0,29,latin,0.0,1,[],none,0
supar dupar hero am big fan vikram sir,Positive,tamil_sentiment,tamil,Supar dupar hero am big fan Vikram sir,1,8,38,0,0,0,31,latin,0.0,0,"[{""word"": ""hero"", ""aspect"": ""hero_character"", ""confidence"": 1.0}, {""word"": ""fan"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",hero_character,2
பாண்டிய வண்ணார் இனத்தின் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,Positive,tamil_sentiment,tamil,பாண்டிய வண்ணார் இனத்தின் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,1,7,60,54,0,0,0,tamil,0.0,0,[],none,0
it looks like a grand flim,Positive,tamil_sentiment,tamil,It looks like a grand flim,1,6,26,0,0,0,21,latin,0.0,0,[],none,0
super picture bro. naadaka kathal kumpalukku sariyaana seruppadi picture. ponna thottavan evanaa irunthaalum vitavey koodathu.,Positive,tamil_sentiment,tamil,Super picture bro... Naadaka kathal kumpalukku sariyaana seruppadi picture... Ponna thottavan evanaa irunthaalum vitavey koodathu...,3,15,126,0,0,0,109,latin,0.0,0,[],none,0
படத்த படமா பாருங்கடா..சாதி கூ னு எங்க இருந்துடா தூக்கிட்டு வர்றிங்க.,Mixed_feelings,tamil_sentiment,tamil,படத்த படமா பாருங்கடா....சாதி கூ*னு எங்க இருந்துடா‌ தூக்கிட்டு வர்றிங்க...,1,9,68,57,0,0,0,tamil,0.0,2,[],none,0
off aahi aahi oru editing ah. ushabhaa daiii..,Negative,tamil_sentiment,tamil,Off aahi aahi oru editing ah... Ushabhaaaaaa daiii.....,2,8,46,0,0,0,36,latin,0.0,1,[],none,0
amazing trailer hoping for more likes,Positive,tamil_sentiment,tamil,Amazing trailer hoping for more likes,1,6,37,0,0,0,32,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
hit like for surya,unknown_state,tamil_sentiment,tamil,Hit like for           Surya,1,4,18,0,0,0,15,latin,0.0,3,[],none,0
hahahaha. padam vera lvl la vara pothu thalaiva,Positive,tamil_sentiment,tamil,hahahaha. padam vera lvl la vara pothu thalaiva,2,8,47,0,0,0,39,latin,0.0,0,[],none,0
189ஆயிறம் லைக் போட்டவன் பிற்படுத்தபட்ட சமுதாயத்தை சார்ந்தவன்,Positive,tamil_sentiment,tamil,189ஆயிறம் லைக் போட்டவன் பிற்படுத்தபட்ட சமுதாயத்தை சார்ந்தவன்,1,6,60,52,0,0,0,tamil,0.0,0,[],none,0
ilayaraja stoled beethoven notes ivaru thirudina thappu illa unakku vantha ratham aduthavanuku thakkali chutney,Negative,tamil_sentiment,tamil,Ilayaraja stoled Beethoven notes ivaru thirudina thappu Illa unakku vantha ratham aduthavanuku thakkali chutney,1,14,111,0,0,0,98,latin,0.0,1,[],none,0
kola pasila irukan kollama vidamatan thalaivaaa,Positive,tamil_sentiment,tamil,kola pasila irukan kollama vidamatan thalaivaaa,1,6,47,0,0,0,42,latin,0.0,0,[],none,0
திரெளபதி படம் மாபெரும் வெற்றிப்படமாக அமைய வாழ்த்துக்கள் அனைத்து சமுதாய மக்களுக்கும் நாடகக் காதல் பலன் முகத்திரையை கிழிக்கும் படமாக நிச்சயம் அமையும் வாழ்த்துக்கள்,Positive,tamil_sentiment,tamil,திரெளபதி படம் மாபெரும் வெற்றிப்படமாக அமைய வாழ்த்துக்கள் அனைத்து சமுதாய மக்களுக்கும் நாடகக் காதல் பலன் முகத்திரையை கிழிக்கும் படமாக நிச்சயம் அமையும் வாழ்த்துக்கள்,1,18,161,144,0,0,0,tamil,0.0,0,[],none,0
vaarevaa.pakkah concept..waiting for this kalakkal package,Positive,tamil_sentiment,tamil,Vaarevaa...pakkah concept....waiting for this kalakkal package,1,6,58,0,0,0,50,latin,0.0,0,[],none,0
womale ebah dei thala,Mixed_feelings,tamil_sentiment,tamil,Womale    ebah dei thala,1,4,21,0,0,0,18,latin,0.0,2,[],none,0
பொள்ளாட்ச்சி பசங்க பொன்னுங்கள தொட்ட சூத்த மூடிக்கிட்டு இருப்போம் யாரவது ஏமாந்தவன் கெடச்ச வீரத்த காமிப்போம்..,Negative,tamil_sentiment,tamil,பொள்ளாட்ச்சி பசங்க  பொன்னுங்கள தொட்ட சூத்த மூடிக்கிட்டு இருப்போம் யாரவது ஏமாந்தவன் கெடச்ச வீரத்த காமிப்போம்.....,1,12,108,95,0,0,0,tamil,0.0,1,[],none,0
vijay sethupathi aravind swami,unknown_state,tamil_sentiment,tamil,vijay sethupathi & aravind swami,1,4,30,0,0,0,27,latin,0.0,3,[],none,0
dai oru time sense illa first 6pm ippo,Positive,tamil_sentiment,tamil,Dai oru time sense illa first 6pm ippo,1,8,38,0,0,0,30,latin,0.0,0,[],none,0
"body language laam thirumalai time vijay maari irukku. he's looking more slim young, nice!",Positive,tamil_sentiment,tamil,"Body language laam thirumalai time vijay maari irukku. he's looking more slim & young, nice!",2,14,90,0,0,0,73,latin,0.0,0,[],none,0
sweet laam pathathu pongale vachiruvom va,Positive,tamil_sentiment,tamil,sweet laam pathathu pongale vachiruvom va,1,6,41,0,0,0,36,latin,0.0,0,[],none,0
bigil movie trailerku 240k dislike podanum unmaiyana thala fans and bloods,Positive,tamil_sentiment,tamil,Bigil movie trailerku 240k dislike podanum unmaiyana thala fans and bloods,1,11,74,0,0,0,61,latin,0.0,0,"[{""word"": ""fans"", ""aspect"": ""fan_stardom"", ""confidence"": 1.0}]",fan_stardom,1
pink movie remake..in tamil.ajith sir masss,Positive,tamil_sentiment,tamil,Pink movie remake..in tamil...ajith sir masss,1,6,43,0,0,0,35,latin,0.0,0,[],none,0
ஆதங்கப்பட்ட அனைத்து மக்களுக்கும் ஆறுதல் சொல்லும் அற்புதமான திரைப்படம் இத்திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்,Positive,tamil_sentiment,tamil,ஆதங்கப்பட்ட அனைத்து மக்களுக்கும் ஆறுதல் சொல்லும் அற்புதமான திரைப்படம் இத்திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்,1,10,108,99,0,0,0,tamil,0.0,0,[],none,0
இந்த படத்துக்கு ஃபர்ஸ்ட் டே ஃபர்ஸ்ட் ஷோ போறோம்,Positive,tamil_sentiment,tamil,இந்த படத்துக்கு ஃபர்ஸ்ட் டே ஃபர்ஸ்ட் ஷோ போறோம்,1,7,46,40,0,0,0,tamil,0.0,0,[],none,0
100 k mass ku elam bossu,Positive,tamil_sentiment,tamil,100 K mass ku elam Bossu,1,6,24,0,0,0,16,latin,16.666666666666664,0,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
unaku yaravathu palya frnds irukagala nambatha.suprb,unknown_state,tamil_sentiment,tamil,Unaku yaravathu palya frnds irukagala  nambatha...suprb,1,6,52,0,0,0,46,latin,0.0,3,[],none,0
daily 25 time pathalum puthusa pakura mathiri than irukku. thala acting yuvan music sema,Positive,tamil_sentiment,tamil,Daily 25 time pathalum puthusa pakura mathiri than irukku. Thala acting yuvan music sema,2,14,88,0,0,0,72,latin,7.142857142857142,0,"[{""word"": ""acting"", ""aspect"": ""hero_character"", ""confidence"": 1.0}, {""word"": ""music"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",hero_character,2
ean selaula all frands kuptu povanga.,Positive,tamil_sentiment,tamil,Ean selaula all frands kuptu povanga...,1,6,37,0,0,0,31,latin,0.0,0,[],none,0
super star ilayathalabathi vijay da naanga ellam chellama thalaivaa innu solluoom thalaivaa ne vanda le podum idale ne tesrr theri,Positive,tamil_sentiment,tamil,super star ilayathalabathi Vijay da naanga ellam chellama thalaivaaaaa innu solluoom thalaivaaaaa ne vanda le podum idale ne tesrrrr theri,1,20,130,0,0,0,111,latin,0.0,0,[],none,0
1 hr la 400 k like,Positive,tamil_sentiment,tamil,1 hr la 400 k+ like,1,6,18,0,0,0,9,latin,33.33333333333333,0,[],none,0
vijay semma mass da nee oru pida,Positive,tamil_sentiment,tamil,Vijay semma mass da nee oru pida,1,7,32,0,0,0,26,latin,0.0,0,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
டிரெய்லர் மரன மாஸ் இயக்குனர் அண்ணன் மோகன் g அவர்களுக்கு திரௌபதி படம் வெற்றி பெற வாழ்த்துகள் வேற லெவல் வெறித்தனம்..,Positive,tamil_sentiment,tamil,டிரெய்லர் மரன மாஸ் இயக்குனர் அண்ணன் மோகன் G அவர்களுக்கு திரௌபதி படம் வெற்றி பெற வாழ்த்துகள்  வேற லெவல் வெறித்தனம்..,1,16,114,96,0,0,1,tamil,6.25,0,[],none,0
ngk surya annan vere level yuvan. selvaraghavan,Positive,tamil_sentiment,tamil,NGK Surya Annan  Vere Level  yuvan... Selvaraghavan,2,7,47,0,0,0,40,latin,0.0,0,[],none,0
str weight mattum kammi ya iruntha semaa ya irunthirukum..,unknown_state,tamil_sentiment,tamil,str weight mattum kammi ya iruntha semaaaa ya irunthirukum.....,1,9,58,0,0,0,48,latin,0.0,3,[],none,0
seeman mass cm,Positive,tamil_sentiment,tamil,Seeman mass CM,1,3,14,0,0,0,12,latin,0.0,0,"[{""word"": ""mass"", ""aspect"": ""fan_stardom"", ""confidence"": 0.5}]",fan_stardom,1
ungalukku vayasu agala mani sir we still luv u lot,Positive,tamil_sentiment,tamil,Ungalukku vayasu agala mani sir we still luv u lot,1,10,50,0,0,0,41,latin,0.0,0,[],none,0
sathiyama soldran ivarku vasayae agala.ena oru energy at this age.,Positive,tamil_sentiment,tamil,Sathiyama soldran ivarku vasayae agala...ena oru energy at this age...,1,10,66,0,0,0,55,latin,0.0,0,[],none,0
rajini media la ennaikkume super star dhaan adhula maattru karuththe illa aana poltical wise zero. ivlo dhairiyama rajiniya senjadhukke director ah paarraattanum,Mixed_feelings,tamil_sentiment,tamil,Rajini Media La Ennaikkume Super star dhaan Adhula Maattru Karuththe Illa Aana Poltical wise Zero... Ivlo Dhairiyama Rajiniya Senjadhukke Director ah Paarraattanum,2,22,161,0,0,0,139,latin,0.0,2,[],none,0
vilaiyadalaamaa ? ? one on only thalapadhy daa,Positive,tamil_sentiment,tamil,vilaiyadalaamaaaa ? ?    one on only thalapadhy daaaaa,3,8,46,0,0,0,37,latin,25.0,0,[],none,0
padam vetri pera engalin valthukal anna evan epudi pesuna ena thappu senjavanungalam dhan koba paduvanunga unmaiyadhana solirukinga,Positive,tamil_sentiment,tamil,padam vetri pera engalin valthukal anna evan epudi pesuna ena thappu senjavanungalam dhan koba paduvanunga unmaiyadhana solirukinga,1,17,131,0,0,0,115,latin,0.0,0,[],none,0
intha trailer ku realtime likes ku link kudunga..! thala,Positive,tamil_sentiment,tamil,Intha Trailer ku Realtime Likes Ku Link Kudunga....! #Thala,2,9,56,0,0,0,45,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
1 16 to 1 36 bgm like here,unknown_state,tamil_sentiment,tamil,1:16  to 1:36 bgm like here,1,8,26,0,0,0,13,latin,50.0,3,"[{""word"": ""bgm"", ""aspect"": ""music_bgm"", ""confidence"": 1.0}]",music_bgm,1
பொள்ளாச்சி காதல் விஷயம் இருக்கா படத்துல.. அவிங்கள விட்டுட்டா படம் முழுமை பெறாதே. இன்னும் யோக்கியமா காட்டி படம் எடுக்கலாம்..ரொம்ப நல்லவங்களா பொள்ளாச்சி காரண காட்டுறிங்க நம்பிட்டோம்.. அட போங்கடா.,unknown_state,tamil_sentiment,tamil,பொள்ளாச்சி காதல் விஷயம் இருக்கா படத்துல..  அவிங்கள விட்டுட்டா படம்  முழுமை பெறாதே... இன்னும் யோக்கியமா காட்டி படம் எடுக்கலாம்..ரொம்ப நல்லவங்களா பொள்ளாச்சி காரண காட்டுறிங்க  நம்பிட்டோம்.. அட போங்கடா.,4,22,193,164,0,0,0,tamil,0.0,3,[],none,0
trailer dra perula padathayea kaatita epdii,Positive,tamil_sentiment,tamil,trailer dra perula padathayea kaatita epdiiiii,1,6,43,0,0,0,38,latin,0.0,0,"[{""word"": ""trailer"", ""aspect"": ""trailer_teaser"", ""confidence"": 1.0}]",trailer_teaser,1
