sequence_id,source_domain,split,fuzzy_amazon_beauty,fuzzy_dravidian_kannada,fuzzy_dravidian_malayalam,fuzzy_dravidian_tamil
amazon_beauty_test_81,amazon_beauty,test,0.5860045156084188,0.13832781548461268,0.27566766890696853,0.0
amazon_beauty_test_82,amazon_beauty,test,0.6580582322709172,0.2281695242428325,0.0,0.11377224348625029
amazon_beauty_test_83,amazon_beauty,test,0.7157001213359612,0.1416581297386829,0.0,0.14264174892535592
amazon_beauty_test_84,amazon_beauty,test,0.798123049670412,0.17151104927863475,0.0,0.030365901050953166
amazon_beauty_test_85,amazon_beauty,test,0.8589091341017085,0.08989852901622428,0.0,0.05119233688206718
amazon_beauty_test_86,amazon_beauty,test,0.8123649113149415,0.10665100961609572,0.08098407906896284,0.0
amazon_beauty_test_87,amazon_beauty,test,0.7221644067031614,0.15607804450290474,0.12175754879393388,0.0
amazon_beauty_test_88,amazon_beauty,test,0.5912658818125573,0.2644615080549557,0.0,0.1442726101324869
amazon_beauty_test_89,amazon_beauty,test,0.9111728390040751,0.05843504201202203,0.0,0.030392118983902847
amazon_beauty_test_90,amazon_beauty,test,0.7177786891018073,0.11092470392324995,0.17129660697494273,0.0
amazon_beauty_test_91,amazon_beauty,test,0.7542767875342967,0.12967657792056686,0.0,0.1160466345451364
amazon_beauty_test_92,amazon_beauty,test,0.8530174327638701,0.0689461053788904,0.07803646185723952,0.0
amazon_beauty_test_93,amazon_beauty,test,0.6136501400582663,0.14784561512032518,0.0,0.23850424482140845
amazon_beauty_test_94,amazon_beauty,test,0.44405918685740237,0.17785864865919565,0.378082164483402,0.0
amazon_beauty_test_95,amazon_beauty,test,0.8886896438486229,0.08862021793312445,0.0,0.02269013821825259
amazon_beauty_test_96,amazon_beauty,test,0.14907415251216388,0.30064692319370206,0.550278924294134,0.0
amazon_beauty_test_97,amazon_beauty,test,0.7183493017889429,0.09912188362356075,0.18252881458749642,0.0
amazon_beauty_test_98,amazon_beauty,test,0.6808833695936553,0.22778740035149506,0.0,0.09132923005484964
amazon_beauty_test_99,amazon_beauty,test,0.6590423723146487,0.1296651732041813,0.21129245448116998,0.0
amazon_beauty_test_100,amazon_beauty,test,0.7969974607303031,0.13447562620874845,0.0,0.06852691306094849
amazon_beauty_test_101,amazon_beauty,test,0.7874799076404189,0.18564503419968978,0.026875058159891333,0.0
amazon_beauty_test_102,amazon_beauty,test,0.8497307585582089,0.13865785243939832,0.011611389002392742,0.0
amazon_beauty_test_103,amazon_beauty,test,0.6391066568544643,0.15954678876205328,0.0,0.2013465543834824
amazon_beauty_test_104,amazon_beauty,test,0.46852405174605716,0.18259955244071524,0.3488763958132276,0.0
amazon_beauty_test_105,amazon_beauty,test,0.9578717267723512,0.03888345378068919,0.0,0.003244819446959643
amazon_beauty_test_106,amazon_beauty,test,0.4755879874905394,0.17823426001850415,0.3461777524909565,0.0
amazon_beauty_test_107,amazon_beauty,test,0.8880748992437144,0.09529431073307092,0.0,0.016630790023214714
amazon_beauty_test_108,amazon_beauty,test,0.4565494231210045,0.19903811051965803,0.3444124663593375,0.0
amazon_beauty_test_109,amazon_beauty,test,0.7923521457288565,0.15711291277815845,0.0,0.05053494149298502
amazon_beauty_test_110,amazon_beauty,test,0.36964101990706966,0.2104070052109868,0.4199519748819435,0.0
amazon_beauty_test_111,amazon_beauty,test,0.8481001548538507,0.08722311458223124,0.0,0.0646767305639181
amazon_beauty_test_112,amazon_beauty,test,0.7993935416438789,0.12944057558853198,0.0,0.07116588276758912
amazon_beauty_test_113,amazon_beauty,test,0.9444966075758914,0.0,0.040373551345143886,0.01512984107896469
amazon_beauty_test_114,amazon_beauty,test,0.8221686488710555,0.03883299607477718,0.0,0.13899835505416738
amazon_beauty_test_115,amazon_beauty,test,0.8154386169101391,0.11037927312465971,0.0,0.07418210996520117
amazon_beauty_test_116,amazon_beauty,test,0.4553677173241431,0.19207958029988448,0.3525527023759724,0.0
amazon_beauty_test_117,amazon_beauty,test,0.6481488149634457,0.13322597147171011,0.21862521356484424,0.0
amazon_beauty_test_118,amazon_beauty,test,0.7886378183018924,0.11763356862248417,0.0,0.09372861307562348
amazon_beauty_test_119,amazon_beauty,test,0.8128391923594608,0.13418089506609374,0.05297991257444552,0.0
amazon_beauty_test_120,amazon_beauty,test,0.7792593616139284,0.15063356848626988,0.0701070698998017,0.0
amazon_beauty_test_121,amazon_beauty,test,0.5381496217741272,0.16365318497412465,0.2981971932517482,0.0
amazon_beauty_test_122,amazon_beauty,test,0.7882682397422967,0.15861603433412164,0.0,0.05311572592358174
amazon_beauty_test_123,amazon_beauty,test,0.7280080822985,0.20890264078642745,0.0,0.06308927691507255
amazon_beauty_test_124,amazon_beauty,test,0.818673320656931,0.06882729186503571,0.0,0.11249938747803329
amazon_beauty_test_125,amazon_beauty,test,0.8275766403107228,0.07796474855603074,0.09445861113324656,0.0
amazon_beauty_test_126,amazon_beauty,test,0.7682969279002875,0.10206761770730548,0.129635454392407,0.0
amazon_beauty_test_127,amazon_beauty,test,0.7804242926042687,0.09373868480638044,0.1258370225893508,0.0
amazon_beauty_test_128,amazon_beauty,test,0.9153906257792732,0.07003833608745814,0.0,0.01457103813326861
amazon_beauty_test_129,amazon_beauty,test,0.6670470144372461,0.1513129173440094,0.0,0.18164006821874454
amazon_beauty_test_130,amazon_beauty,test,0.2339889490739924,0.26257417764995794,0.5034368732760497,0.0
amazon_beauty_test_131,amazon_beauty,test,0.6872277398874815,0.19087201810352955,0.1219002420089889,0.0
amazon_beauty_test_132,amazon_beauty,test,0.7656044157275365,0.11119056900070313,0.0,0.12320501527176045
amazon_beauty_test_133,amazon_beauty,test,0.6987083683231169,0.2605505758054432,0.04074105587143983,0.0
amazon_beauty_test_134,amazon_beauty,test,0.984057524075715,0.009581490488775076,0.006360985435509874,0.0
amazon_beauty_test_135,amazon_beauty,test,0.5973648539913607,0.14673313262936405,0.25590201337927515,0.0
amazon_beauty_test_136,amazon_beauty,test,0.6712773397860674,0.1501589088134958,0.0,0.17856375140043676
amazon_beauty_test_137,amazon_beauty,test,0.4174464949268629,0.21506718357997986,0.3674863214931572,0.0
amazon_beauty_test_138,amazon_beauty,test,0.7470620194690406,0.10981906460615344,0.14311891592480594,0.0
amazon_beauty_test_139,amazon_beauty,test,0.9042984922730232,0.07874610512124927,0.016955402605727577,0.0
amazon_beauty_test_140,amazon_beauty,test,0.31678627731404646,0.23376936351260824,0.4494443591733453,0.0
amazon_beauty_test_141,amazon_beauty,test,0.6262588426923594,0.22114599272457117,0.0,0.15259516458306943
amazon_beauty_test_142,amazon_beauty,test,0.29626080893995665,0.24999368625509213,0.4537455048049512,0.0
amazon_beauty_test_143,amazon_beauty,test,0.6528336249207561,0.272988550806775,0.0,0.07417782427246884
amazon_beauty_test_144,amazon_beauty,test,0.8128693394749916,0.12412046303661733,0.06301019748839105,0.0
amazon_beauty_test_145,amazon_beauty,test,0.5269948874692637,0.4578622450281411,0.0,0.015142867502595211
amazon_beauty_test_146,amazon_beauty,test,0.7570101342303448,0.11007986330573023,0.13291000246392493,0.0
amazon_beauty_test_147,amazon_beauty,test,0.854549218344662,0.116703788525939,0.0,0.02874699312939894
amazon_beauty_test_148,amazon_beauty,test,0.5962951660104937,0.14650605772472347,0.2571987762647828,0.0
amazon_beauty_test_149,amazon_beauty,test,0.6528501474000611,0.13874126600078093,0.20840858659915795,0.0
amazon_beauty_test_150,amazon_beauty,test,0.8044606278546389,0.09208333584732621,0.10345603629803486,0.0
amazon_beauty_test_151,amazon_beauty,test,0.7942027320363888,0.12924796017602366,0.07654930778758748,0.0
amazon_beauty_test_152,amazon_beauty,test,0.0,0.4373920277047434,0.4606013333705709,0.10200663892468571
amazon_beauty_test_153,amazon_beauty,test,0.6370512519820393,0.13818037829386998,0.22476836972409078,0.0
amazon_beauty_test_154,amazon_beauty,test,0.6748724982505249,0.1403851644506648,0.18474233729881034,0.0
amazon_beauty_test_155,amazon_beauty,test,0.6089937821055077,0.22579112865919196,0.0,0.16521508923530032
amazon_beauty_test_156,amazon_beauty,test,0.8447962625029315,0.08205334161532199,0.07315039588174657,0.0
amazon_beauty_test_157,amazon_beauty,test,0.8551891746932755,0.06596810959393926,0.07884271571278521,0.0
amazon_beauty_test_158,amazon_beauty,test,0.629712490293703,0.14737619144062952,0.2229113182656675,0.0
amazon_beauty_test_159,amazon_beauty,test,0.9042698798714393,0.0666774615356414,0.0,0.029052658592919382
amazon_beauty_test_160,amazon_beauty,test,0.9205746682652253,0.07813816307039367,0.0,0.0012871686643810762
amazon_beauty_test_161,amazon_beauty,test,0.782468967033319,0.1479129497350742,0.06961808323160679,0.0
amazon_beauty_test_162,amazon_beauty,test,0.7866453336335674,0.09244070011988836,0.0,0.12091396624654431
amazon_beauty_test_163,amazon_beauty,test,0.8580631273754125,0.10304119107408558,0.0,0.03889568155050195
amazon_beauty_test_164,amazon_beauty,test,0.8185929665689802,0.09240695472622305,0.08900007870479683,0.0
amazon_beauty_test_165,amazon_beauty,test,0.7913975232224644,0.08503846989722814,0.0,0.12356400688030747
amazon_beauty_test_166,amazon_beauty,test,0.8360604169520591,0.13652950352139076,0.027410079526550096,0.0
amazon_beauty_test_167,amazon_beauty,test,0.8290384847173213,0.0916954781036048,0.0,0.07926603717907384
amazon_beauty_test_168,amazon_beauty,test,0.790451893871918,0.07604684020272812,0.1335012659253538,0.0
amazon_beauty_test_169,amazon_beauty,test,0.7765139337199881,0.14675737194737723,0.07672869433263461,0.0
amazon_beauty_test_170,amazon_beauty,test,0.8410296002161936,0.07445602901178604,0.0,0.08451437077202037
amazon_beauty_test_171,amazon_beauty,test,0.4537890806248481,0.18792991449214522,0.3582810048830067,0.0
amazon_beauty_test_172,amazon_beauty,test,0.6448315640934208,0.1210032093189112,0.23416522658766806,0.0
amazon_beauty_test_173,amazon_beauty,test,0.8163206414721692,0.133015593308537,0.05066376521929384,0.0
amazon_beauty_test_174,amazon_beauty,test,0.7493583414530866,0.12626414295374658,0.12437751559316687,0.0
amazon_beauty_test_175,amazon_beauty,test,0.9446764391773387,0.03829105160553193,0.017032509217129344,0.0
amazon_beauty_test_176,amazon_beauty,test,0.829704666150833,0.09715503247685063,0.0,0.07314030137231627
amazon_beauty_test_177,amazon_beauty,test,0.7140866968381515,0.13209023973778752,0.15382306342406094,0.0
amazon_beauty_test_178,amazon_beauty,test,0.5818404654087049,0.14146366050419276,0.27669587408710233,0.0
amazon_beauty_test_179,amazon_beauty,test,0.9103608035762708,0.02421401067612901,0.0,0.0654251857476002
amazon_beauty_test_180,amazon_beauty,test,0.5414732457807419,0.16133396197284802,0.2971927922464101,0.0
amazon_beauty_test_181,amazon_beauty,test,0.7677447026155175,0.13934230477252912,0.0,0.09291299261195338
amazon_beauty_test_182,amazon_beauty,test,0.8993059282864126,0.04129956724030585,0.059394504473281456,0.0
amazon_beauty_test_183,amazon_beauty,test,0.7812434702932027,0.10147099758045522,0.0,0.11728553212634203
amazon_beauty_test_184,amazon_beauty,test,0.9311062581433833,0.04755678374738808,0.021336958109228574,0.0
amazon_beauty_test_185,amazon_beauty,test,0.9229135459250849,0.06839370484367872,0.0,0.008692749231236339
amazon_beauty_test_186,amazon_beauty,test,0.8451893719472723,0.09463888249747555,0.06017174555525221,0.0
amazon_beauty_test_187,amazon_beauty,test,0.9099749616935756,0.07537133566413926,0.0,0.01465370264228509
amazon_beauty_test_188,amazon_beauty,test,0.8761884531861188,0.06342499587597648,0.0,0.06038655093790463
amazon_beauty_test_189,amazon_beauty,test,0.7524353175933743,0.13038492161876125,0.11717976078786442,0.0
amazon_beauty_test_190,amazon_beauty,test,0.9051859262964815,0.08336723917514313,0.0,0.0114468345283753
amazon_beauty_test_191,amazon_beauty,test,0.9040450691565984,0.0584350184778727,0.03751991236552884,0.0
amazon_beauty_test_192,amazon_beauty,test,0.5603811862874198,0.295586510643327,0.14403230306925313,0.0
amazon_beauty_test_193,amazon_beauty,test,0.8869292011326066,0.07232750903827628,0.0,0.040743289829117096
amazon_beauty_test_194,amazon_beauty,test,0.9753053056550444,0.019522306368796826,0.0,0.005172387976158814
amazon_beauty_test_195,amazon_beauty,test,0.7044903438603666,0.12890262957274723,0.1666070265668862,0.0
amazon_beauty_test_196,amazon_beauty,test,0.019156603929805602,0.6904628060037971,0.2903805900663974,0.0
amazon_beauty_test_197,amazon_beauty,test,0.9063713378044476,0.03439467143193317,0.05923399076361925,0.0
amazon_beauty_test_198,amazon_beauty,test,0.5632348966270811,0.17496736348736233,0.26179773988555655,0.0
amazon_beauty_test_199,amazon_beauty,test,0.835366628311742,0.13248202339771395,0.032151348290544,0.0
amazon_beauty_test_200,amazon_beauty,test,0.6191282502064782,0.1710866730579759,0.20978507673554586,0.0
amazon_beauty_test_201,amazon_beauty,test,0.48503400834849897,0.18730930274191906,0.327656688909582,0.0
amazon_beauty_test_202,amazon_beauty,test,0.8275328093380883,0.1561430292332097,0.016324161428702057,0.0
amazon_beauty_test_203,amazon_beauty,test,0.9728671174414294,0.0,0.0011280602694231942,0.026004822289147397
amazon_beauty_test_204,amazon_beauty,test,0.8493553311629789,0.09151865544295054,0.0,0.05912601339407056
amazon_beauty_test_205,amazon_beauty,test,0.0,0.6068830942791235,0.340453071260299,0.052663834460577506
amazon_beauty_test_206,amazon_beauty,test,0.4785090332497412,0.19754498424904707,0.32394598250121176,0.0
amazon_beauty_test_207,amazon_beauty,test,0.869433019000288,0.09281686223252769,0.03775011876718432,0.0
amazon_beauty_test_208,amazon_beauty,test,0.8539221105099651,0.07237462327216211,0.0,0.07370326621787278
amazon_beauty_test_209,amazon_beauty,test,0.8420308350521304,0.12175880418375745,0.0,0.03621036076411219
amazon_beauty_test_210,amazon_beauty,test,0.8509128284689227,0.09223698244933579,0.05685018908174149,0.0
amazon_beauty_test_211,amazon_beauty,test,0.7372962262545615,0.18963361831600453,0.0,0.07307015542943404
amazon_beauty_test_212,amazon_beauty,test,0.41969091924261176,0.20966816102500138,0.3706409197323869,0.0
amazon_beauty_test_213,amazon_beauty,test,0.8838537441344336,0.08931743212382644,0.02682882374173996,0.0
amazon_beauty_test_214,amazon_beauty,test,0.775942418412567,0.10595799965643685,0.11809958193099619,0.0
amazon_beauty_test_215,amazon_beauty,test,0.7546942729869559,0.10851361339166217,0.1367921136213819,0.0
amazon_beauty_test_216,amazon_beauty,test,0.784330453695175,0.0973105342817609,0.11835901202306416,0.0
amazon_beauty_test_217,amazon_beauty,test,0.795231544048302,0.09426414397246556,0.1105043119792325,0.0
amazon_beauty_test_218,amazon_beauty,test,0.2303632120288478,0.2631820587541368,0.5064547292170154,0.0
amazon_beauty_test_219,amazon_beauty,test,0.8282948063449911,0.12936354288366955,0.0423416507713394,0.0
amazon_beauty_test_220,amazon_beauty,test,0.5964723558285032,0.269973600202519,0.0,0.13355404396897777
amazon_beauty_test_221,amazon_beauty,test,0.7765760818266846,0.1787624743648049,0.044661443808510455,0.0
amazon_beauty_test_222,amazon_beauty,test,0.8282553093926432,0.09371412127950646,0.07803056932785028,0.0
amazon_beauty_test_223,amazon_beauty,test,0.8437113978010774,0.05590508689010224,0.10038351530882031,0.0
amazon_beauty_test_224,amazon_beauty,test,0.8460600834503559,0.14575001561420228,0.0,0.008189900935441821
amazon_beauty_test_225,amazon_beauty,test,0.8311699774919457,0.15033811118684628,0.01849191132120808,0.0
amazon_beauty_test_226,amazon_beauty,test,0.7729250388056549,0.10718611423108698,0.11988884696325812,0.0
amazon_beauty_test_227,amazon_beauty,test,0.9038390113231113,0.04881701698740598,0.0,0.047343971689482706
amazon_beauty_test_228,amazon_beauty,test,0.5934804512666754,0.13086149676269934,0.2756580519706253,0.0
amazon_beauty_test_229,amazon_beauty,test,0.7419818282134771,0.13505780467944456,0.0,0.12296036710707832
amazon_beauty_test_230,amazon_beauty,test,0.9095197154009398,0.03290439783234804,0.057575886766712145,0.0
amazon_beauty_test_231,amazon_beauty,test,0.7925913990984679,0.11981834464307795,0.08759025625845421,0.0
amazon_beauty_test_232,amazon_beauty,test,0.7541361993593603,0.17551759436751568,0.0,0.07034620627312403
amazon_beauty_test_233,amazon_beauty,test,0.6688920817636257,0.15927490372564934,0.0,0.17183301451072494
amazon_beauty_test_234,amazon_beauty,test,0.7968993234268221,0.18147668056409816,0.0,0.021623996009079743
amazon_beauty_test_235,amazon_beauty,test,0.7559804428519395,0.10185429360096229,0.14216526354709821,0.0
amazon_beauty_test_236,amazon_beauty,test,0.7709160989136281,0.11825972668957242,0.0,0.11082417439679948
amazon_beauty_test_237,amazon_beauty,test,0.4494630789644213,0.20012574443793008,0.35041117659764864,0.0
amazon_beauty_test_238,amazon_beauty,test,0.5785711159418175,0.19139579687587585,0.2300330871823066,0.0
amazon_beauty_test_239,amazon_beauty,test,0.8282710223623859,0.09008980124806538,0.08163917638954873,0.0
amazon_beauty_test_240,amazon_beauty,test,0.5401876885576383,0.434137654164232,0.0,0.025674657278129655
amazon_beauty_test_241,amazon_beauty,test,0.9265441191282696,0.06558000496896836,0.0,0.00787587590276205
amazon_beauty_test_242,amazon_beauty,test,0.8261189964197054,0.14459573136675583,0.0292852722135387,0.0
amazon_beauty_test_243,amazon_beauty,test,0.8198179426335808,0.10386506482722588,0.07631699253919334,0.0
amazon_beauty_test_244,amazon_beauty,test,0.9087801393332461,0.05609538267634454,0.0,0.03512447799040938
amazon_beauty_test_245,amazon_beauty,test,0.849699477438455,0.06399690039539828,0.0,0.08630362216614676
amazon_beauty_test_246,amazon_beauty,test,0.8560327116518583,0.08843558453339931,0.0,0.05553170381474232
amazon_beauty_test_247,amazon_beauty,test,0.8159819249340698,0.17990962467034918,0.0,0.004108450395580979
amazon_beauty_test_248,amazon_beauty,test,0.7121063326436811,0.17181047906541452,0.11608318829090444,0.0
amazon_beauty_test_249,amazon_beauty,test,0.6571699775154893,0.18641544076008842,0.0,0.1564145817244222
amazon_beauty_test_250,amazon_beauty,test,0.8654972072398989,0.10406058575618844,0.030442207003912727,0.0
amazon_beauty_test_251,amazon_beauty,test,0.6453956520734601,0.11810016431972543,0.23650418360681447,0.0
amazon_beauty_test_252,amazon_beauty,test,0.6735039733064055,0.13960304085430308,0.18689298583929131,0.0
amazon_beauty_test_253,amazon_beauty,test,0.8299369922876088,0.1119702060015032,0.05809280171088808,0.0
amazon_beauty_test_254,amazon_beauty,test,0.5006907391116173,0.4682089712182345,0.03110028967014819,0.0
amazon_beauty_test_255,amazon_beauty,test,0.7502734717784953,0.1787156754663966,0.07101085275510807,0.0
amazon_beauty_test_256,amazon_beauty,test,0.6772741097679522,0.2653216524233515,0.05740423780869627,0.0
amazon_beauty_test_257,amazon_beauty,test,0.2637256540650528,0.2537106108932103,0.482563735041737,0.0
amazon_beauty_test_258,amazon_beauty,test,0.709571243580307,0.18431400994331526,0.0,0.1061147464763778
amazon_beauty_test_259,amazon_beauty,test,0.880977935892043,0.05864521812286258,0.0,0.06037684598509442
amazon_beauty_test_260,amazon_beauty,test,0.6608466625910467,0.14822870485632736,0.0,0.19092463255262596
amazon_beauty_test_261,amazon_beauty,test,0.7048994477681835,0.19096698644990154,0.0,0.10413356578191495
